[vmvm - main (2012-09-05 11:41:18,184)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.main(56) | Building links
[vmvm - main (2012-09-05 11:44:32,851)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 2400 classes processed
[vmvm - main (2012-09-05 11:44:32,895)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 2500 classes processed
[vmvm - main (2012-09-05 11:44:32,923)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 2600 classes processed
[vmvm - main (2012-09-05 11:44:32,970)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 2700 classes processed
[vmvm - main (2012-09-05 11:44:32,993)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 2800 classes processed
[vmvm - main (2012-09-05 11:44:33,017)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 2900 classes processed
[vmvm - main (2012-09-05 11:44:33,043)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 3000 classes processed
[vmvm - main (2012-09-05 11:44:33,079)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 3100 classes processed
[vmvm - main (2012-09-05 11:44:33,115)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 3200 classes processed
[vmvm - main (2012-09-05 11:44:33,147)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 3300 classes processed
[vmvm - main (2012-09-05 11:44:33,174)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 3400 classes processed
[vmvm - main (2012-09-05 11:44:33,208)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 3500 classes processed
[vmvm - main (2012-09-05 11:44:33,236)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 3600 classes processed
[vmvm - main (2012-09-05 11:44:33,265)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 3700 classes processed
[vmvm - main (2012-09-05 11:44:33,324)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 3800 classes processed
[vmvm - main (2012-09-05 11:44:33,404)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 3900 classes processed
[vmvm - main (2012-09-05 11:44:33,440)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 4000 classes processed
[vmvm - main (2012-09-05 11:44:33,474)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 4100 classes processed
[vmvm - main (2012-09-05 11:44:33,509)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 4200 classes processed
[vmvm - main (2012-09-05 11:44:33,548)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 4300 classes processed
[vmvm - main (2012-09-05 11:44:33,572)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 4400 classes processed
[vmvm - main (2012-09-05 11:44:33,593)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 4500 classes processed
[vmvm - main (2012-09-05 11:44:33,616)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 4600 classes processed
[vmvm - main (2012-09-05 11:44:33,636)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 4700 classes processed
[vmvm - main (2012-09-05 11:44:33,669)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 4800 classes processed
[vmvm - main (2012-09-05 11:44:33,725)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 4900 classes processed
[vmvm - main (2012-09-05 11:44:33,778)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 5000 classes processed
[vmvm - main (2012-09-05 11:44:33,854)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 5100 classes processed
[vmvm - main (2012-09-05 11:44:33,903)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 5200 classes processed
[vmvm - main (2012-09-05 11:44:38,104)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.main(56) | Building links
[vmvm - main (2012-09-05 11:44:38,269)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 100 classes processed
[vmvm - main (2012-09-05 11:44:38,346)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 200 classes processed
[vmvm - main (2012-09-05 11:44:38,419)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 300 classes processed
[vmvm - main (2012-09-05 11:44:38,472)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 400 classes processed
[vmvm - main (2012-09-05 11:44:38,507)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 500 classes processed
[vmvm - main (2012-09-05 11:44:38,550)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 600 classes processed
[vmvm - main (2012-09-05 11:44:38,606)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 700 classes processed
[vmvm - main (2012-09-05 11:44:38,662)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 800 classes processed
[vmvm - main (2012-09-05 11:44:38,705)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 900 classes processed
[vmvm - main (2012-09-05 11:44:38,736)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 1000 classes processed
[vmvm - main (2012-09-05 11:44:38,762)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 1100 classes processed
[vmvm - main (2012-09-05 11:44:38,788)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 1200 classes processed
[vmvm - main (2012-09-05 11:44:38,816)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 1300 classes processed
[vmvm - main (2012-09-05 11:44:38,851)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 1400 classes processed
[vmvm - main (2012-09-05 11:44:38,883)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 1500 classes processed
[vmvm - main (2012-09-05 11:44:38,934)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 1600 classes processed
[vmvm - main (2012-09-05 11:44:38,969)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 1700 classes processed
[vmvm - main (2012-09-05 11:44:39,004)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 1800 classes processed
[vmvm - main (2012-09-05 11:44:39,030)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 1900 classes processed
[vmvm - main (2012-09-05 11:44:39,054)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 2000 classes processed
[vmvm - main (2012-09-05 11:44:39,082)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 2100 classes processed
[vmvm - main (2012-09-05 11:44:39,106)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 2200 classes processed
[vmvm - main (2012-09-05 11:44:39,144)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 2300 classes processed
[vmvm - main (2012-09-05 11:44:39,181)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 2400 classes processed
[vmvm - main (2012-09-05 11:44:39,215)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 2500 classes processed
[vmvm - main (2012-09-05 11:44:39,231)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 2600 classes processed
[vmvm - main (2012-09-05 11:44:39,246)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 2700 classes processed
[vmvm - main (2012-09-05 11:44:39,277)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 2800 classes processed
[vmvm - main (2012-09-05 11:44:39,290)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 2900 classes processed
[vmvm - main (2012-09-05 11:44:39,305)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 3000 classes processed
[vmvm - main (2012-09-05 11:44:39,321)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 3100 classes processed
[vmvm - main (2012-09-05 11:44:39,335)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 3200 classes processed
[vmvm - main (2012-09-05 11:44:39,348)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 3300 classes processed
[vmvm - main (2012-09-05 11:44:39,362)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 3400 classes processed
[vmvm - main (2012-09-05 11:44:39,377)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 3500 classes processed
[vmvm - main (2012-09-05 11:44:39,391)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 3600 classes processed
[vmvm - main (2012-09-05 11:44:39,404)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 3700 classes processed
[vmvm - main (2012-09-05 11:44:39,427)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 3800 classes processed
[vmvm - main (2012-09-05 11:44:39,477)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 3900 classes processed
[vmvm - main (2012-09-05 11:44:39,496)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 4000 classes processed
[vmvm - main (2012-09-05 11:44:39,512)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 4100 classes processed
[vmvm - main (2012-09-05 11:44:39,531)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 4200 classes processed
[vmvm - main (2012-09-05 11:44:39,550)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 4300 classes processed
[vmvm - main (2012-09-05 11:44:39,568)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 4400 classes processed
[vmvm - main (2012-09-05 11:44:39,586)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 4500 classes processed
[vmvm - main (2012-09-05 11:44:39,605)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 4600 classes processed
[vmvm - main (2012-09-05 11:44:39,623)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 4700 classes processed
[vmvm - main (2012-09-05 11:44:39,653)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 4800 classes processed
[vmvm - main (2012-09-05 11:44:39,695)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 4900 classes processed
[vmvm - main (2012-09-05 11:44:39,739)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 5000 classes processed
[vmvm - main (2012-09-05 11:44:39,795)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 5100 classes processed
[vmvm - main (2012-09-05 11:44:39,835)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 5200 classes processed
[vmvm - main (2012-09-05 11:44:39,875)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 5300 classes processed
[vmvm - main (2012-09-05 11:44:39,913)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 5400 classes processed
[vmvm - main (2012-09-05 11:44:39,952)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 5500 classes processed
[vmvm - main (2012-09-05 11:44:40,065)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 5600 classes processed
[vmvm - main (2012-09-05 11:44:40,115)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 5700 classes processed
[vmvm - main (2012-09-05 11:44:40,164)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 5800 classes processed
[vmvm - main (2012-09-05 11:44:40,208)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 5900 classes processed
[vmvm - main (2012-09-05 11:44:40,239)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 6000 classes processed
[vmvm - main (2012-09-05 11:44:40,279)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 6100 classes processed
[vmvm - main (2012-09-05 11:44:40,318)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 6200 classes processed
[vmvm - main (2012-09-05 11:44:40,343)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(112) | 6300 classes processed
[vmvm - main (2012-09-05 11:44:40,344)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.main(60) | Initialized.. now writing to disk
[vmvm - main (2012-09-05 11:44:40,375)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.main(70) | Done
[vmvm - main (2012-09-05 11:45:00,066)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.main(56) | Building links
[vmvm - main (2012-09-05 11:45:00,677)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(110) | 1000 classes processed
[vmvm - main (2012-09-05 11:45:00,993)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(110) | 2000 classes processed
[vmvm - main (2012-09-05 11:45:01,234)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(110) | 3000 classes processed
[vmvm - main (2012-09-05 11:45:01,423)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(110) | 4000 classes processed
[vmvm - main (2012-09-05 11:45:01,643)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(110) | 5000 classes processed
[vmvm - main (2012-09-05 11:45:02,114)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(110) | 6000 classes processed
[vmvm - main (2012-09-05 11:45:02,227)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.main(60) | Initialized.. now writing to disk
[vmvm - main (2012-09-05 11:45:02,264)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.main(70) | Done
[vmvm - main (2012-09-05 11:51:18,621)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.main(56) | Building links
[vmvm - main (2012-09-05 11:51:19,351)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(110) | 1000 classes processed
[vmvm - main (2012-09-05 11:51:19,748)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(110) | 2000 classes processed
[vmvm - main (2012-09-05 11:51:20,114)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(110) | 3000 classes processed
[vmvm - main (2012-09-05 11:51:20,582)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(110) | 4000 classes processed
[vmvm - main (2012-09-05 11:51:20,910)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(110) | 5000 classes processed
[vmvm - main (2012-09-05 11:51:21,484)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(110) | 6000 classes processed
[vmvm - main (2012-09-05 11:51:21,665)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.main(60) | Initialized.. now writing to disk
[vmvm - main (2012-09-05 11:51:21,757)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.main(70) | Done
[vmvm - main (2012-09-05 11:54:20,845)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.main(56) | Building links
[vmvm - main (2012-09-05 11:54:21,544)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(110) | 1000 classes processed
[vmvm - main (2012-09-05 11:54:21,954)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(110) | 2000 classes processed
[vmvm - main (2012-09-05 11:54:22,174)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(110) | 3000 classes processed
[vmvm - main (2012-09-05 11:54:22,360)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(110) | 4000 classes processed
[vmvm - main (2012-09-05 11:54:22,694)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(110) | 5000 classes processed
[vmvm - main (2012-09-05 11:54:23,158)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.<init>(110) | 6000 classes processed
[vmvm - main (2012-09-05 11:54:23,249)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.main(60) | Initialized.. now writing to disk
[vmvm - main (2012-09-05 11:54:23,273)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.main(70) | Done
[vmvm - main (2012-09-05 13:58:11,993)] ERROR edu.columbia.cs.psl.vmvm.Instrumenter.instrumentClass(73) | Exception processing class: /Users/jon/Documents/PSL/Projects/in-vivo/vmvm/instrumented-test/bin/edu/columbia/cs/psl/vmvm/test/SimpleClass.class
java.lang.ArrayIndexOutOfBoundsException: 1
	at edu.columbia.cs.psl.vmvm.asm.InterceptingClassVisitor.visitMethod(InterceptingClassVisitor.java:61)
	at org.objectweb.asm.ClassReader.accept(Unknown Source)
	at org.objectweb.asm.ClassReader.accept(Unknown Source)
	at edu.columbia.cs.psl.vmvm.Instrumenter.instrumentClass(Instrumenter.java:58)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processClass(Instrumenter.java:163)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:190)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:187)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:187)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:187)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:187)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:187)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:187)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:187)
	at edu.columbia.cs.psl.vmvm.Instrumenter._main(Instrumenter.java:116)
	at edu.columbia.cs.psl.vmvm.Instrumenter.main(Instrumenter.java:79)
[vmvm - main (2012-09-05 13:58:27,385)] ERROR edu.columbia.cs.psl.vmvm.Instrumenter.instrumentClass(73) | Exception processing class: /Users/jon/Documents/PSL/Projects/in-vivo/vmvm/instrumented-test/bin/edu/columbia/cs/psl/vmvm/test/SimpleClass.class
java.lang.NullPointerException
	at org.objectweb.asm.Item.a(Unknown Source)
	at org.objectweb.asm.ClassWriter.a(Unknown Source)
	at org.objectweb.asm.MethodWriter.visitFieldInsn(Unknown Source)
	at org.objectweb.asm.commons.AdviceAdapter.visitFieldInsn(Unknown Source)
	at edu.columbia.cs.psl.vmvm.asm.SandboxPropogatingMV.setSandboxFlag(SandboxPropogatingMV.java:23)
	at edu.columbia.cs.psl.vmvm.asm.SandboxPropogatingMV.visitCode(SandboxPropogatingMV.java:46)
	at org.objectweb.asm.ClassReader.accept(Unknown Source)
	at org.objectweb.asm.ClassReader.accept(Unknown Source)
	at edu.columbia.cs.psl.vmvm.Instrumenter.instrumentClass(Instrumenter.java:58)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processClass(Instrumenter.java:163)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:190)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:187)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:187)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:187)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:187)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:187)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:187)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:187)
	at edu.columbia.cs.psl.vmvm.Instrumenter._main(Instrumenter.java:116)
	at edu.columbia.cs.psl.vmvm.Instrumenter.main(Instrumenter.java:79)
[vmvm - main (2012-09-05 13:59:15,269)] ERROR edu.columbia.cs.psl.vmvm.Instrumenter.instrumentClass(73) | Exception processing class: /Users/jon/Documents/PSL/Projects/in-vivo/vmvm/instrumented-test/bin/edu/columbia/cs/psl/vmvm/test/SimpleClass.class
java.lang.NullPointerException
	at org.objectweb.asm.Item.a(Unknown Source)
	at org.objectweb.asm.ClassWriter.a(Unknown Source)
	at org.objectweb.asm.MethodWriter.visitFieldInsn(Unknown Source)
	at org.objectweb.asm.commons.AdviceAdapter.visitFieldInsn(Unknown Source)
	at edu.columbia.cs.psl.vmvm.asm.SandboxPropogatingMV.setSandboxFlag(SandboxPropogatingMV.java:24)
	at edu.columbia.cs.psl.vmvm.asm.SandboxPropogatingMV.visitCode(SandboxPropogatingMV.java:47)
	at org.objectweb.asm.ClassReader.accept(Unknown Source)
	at org.objectweb.asm.ClassReader.accept(Unknown Source)
	at edu.columbia.cs.psl.vmvm.Instrumenter.instrumentClass(Instrumenter.java:58)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processClass(Instrumenter.java:163)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:190)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:187)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:187)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:187)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:187)
